astroll,astroll,1915
astrollad,astrollad,1908
astrollad,astrollad,1923
astrollad,astrollad,1943
astrollo,astrollou,1883
astummgant,astummgant,1942
astummgant,astummgant,1954
auntu,auntu,1927
auntu,unt,1846
auntu,ganthan,1866
auntu,auntuganthan,1942
aunvan,aunvan,1925
aunvan,aunvangante,1922
aunvan,aunvanganto,1923
aunvarn,a,1931
aunyoul,a,1931
avac'h,avah,1844
avac'h,avac'h,1847
avagado2,avagadou,1915
avandennad,avandennad,1893
avandennado,avandennadou,1894
avaredavare,avaredavare,1879
avarr,avarr,1836
avat,I,1900
avat,avad,1936
avat,avad,1937
avat,avad,1943
avat,avad,1877
avat,avad,1890
avat,avat,1904
avat,II,1907
avat,avad,1896
avat,trotvarantuavat,1911
avegad,avgad,1861
avegad,avgad,1906
avegad,avgad,1907
avegad,Avgad,1918
avegad,hoaretavgad,1934
avegad,avgad,1937
avegad,egrognnonavgad,1905
avegad,avgad,1936
avemor,avemor,1834
avenefias,avnfians,1974
avenefias,avnfians,1975
avenefias,avnfianskaer,1977
avenefias,avnfianskaer,1982
avent,I,1872
avent,avent,1890
avent,aventgand,1874
avent,aventgant,1933
averado,averadou,1906
aveskell,I,1913
aveskell,aveskell,1968
aveskell,aveskell,1942
aveskell,aveskell,1942
aviez,I,1732
aviez,Aviez,1877
aviez,II,1982
aviez,aviezda,1774
aviez,deuz,1903
avihantra,avihantra,1844
avilbell,avilbell,1911
avilvern,avilvern,1908
avilvern,avilvern,1911
avilvern,avilvern,1925
aviliero,avillerou,1894
aviliero,avillerou,1905
aviliero,avillerou,1906
aviliono,avilionou,1894
avintin,vitin,1787
avintin,avitin,1821
avintin,Avitin,1849
avintin,avitin,1939
aviziken,hiviziken,1651
aviziken,aviziken,1847
aviziken,aviziken,1869
aviziken,avizikenn,1889
aviziken,aviziken,1893
avloazzo,Avloaszo,1868
avole,avole,1866
avostad,vostad,1787
avostad,vostad,1792
avostad,avostad,1849
avostad,avostad,1906
avostad,avostad,1921
avostad,vostad,1804
avostado,avostadeu,1856
avostado,avostadeu,1893
avostado,avostadeu,1907
avostado,avostadeu,1921
avouchado,a,1877
avouchado,vouchadou,1890
avozado,avosadou,1727
avozado,avozadou,1866
avozado,Avozadou,1867
avozado,avozadou,1906
avrasell,avransel,1954
avrec'had,avrhad,1831
avrec'had,avrhad,1843
avrec'had,avrhad,1844
avrec'had,avrahad,1855
avrec'hado,avrehadeu,1849
avrec'hado,avrahadeu,1897
avremanik,avremenik,1908
avremanik,avremenik,1913
avriadkaer,avryadcar,1839
